Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Cost Per Item,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Case type (product.metafields.shopify.case-type),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coil connection (product.metafields.shopify.coil-connection),Color (product.metafields.shopify.color-pattern),Compatible battery technology (product.metafields.shopify.compatible-battery-technology),Connection type (product.metafields.shopify.connection-type),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Costume theme (product.metafields.shopify.costume-theme),Dietary preferences (product.metafields.shopify.dietary-preferences),Dispenser type (product.metafields.shopify.dispenser-type),Display technology (product.metafields.shopify.display-technology),Dog age group (product.metafields.shopify.dog-age-group),Dog toy type (product.metafields.shopify.dog-toy-type),Doll/Playset features (product.metafields.shopify.doll-playset-features),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),E-cigarette/Vaporizer style (product.metafields.shopify.e-cigarette-vaporizer-style),E-liquid flavor (product.metafields.shopify.e-liquid-flavor),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Hardware material (product.metafields.shopify.hardware-material),Ingredient category (product.metafields.shopify.ingredient-category),Material (product.metafields.shopify.material),Pipe shape (product.metafields.shopify.pipe-shape),Plant support material (product.metafields.shopify.plant-support-material),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Recommended age group (product.metafields.shopify.recommended-age-group),Size (product.metafields.shopify.size),Suitable for breed size (product.metafields.shopify.suitable-for-breed-size),Suitable for food processor type (product.metafields.shopify.suitable-for-food-processor-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for power equipment type (product.metafields.shopify.suitable-for-power-equipment-type),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Travel pillow shape (product.metafields.shopify.travel-pillow-shape),Vaping style (product.metafields.shopify.vaping-style),Variant Image,Variant Weight Unit,Variant Tax Code,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,_Pricing Brand,_Pricing Product Title,_Pixies Recommended Retail,_Market MSRP / Proxy,_Pricing Tier,_Gross Margin $,_Gross Margin %,_Pricing Method,_Price Confidence
human-grade-15-tube-glass-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/HezIl4kqi8ESQ8VV3jUlvY5EFpqXXimhBnyTUKzu.jpg?v=1757359189,6,"Human Grade 15"" Tube Glass Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thicket-v2-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/cP2veCz0wUw7r5aKDswWAD6mn90dyaQCV7CEpCcI.jpg?v=1757090327,7,Thicket V2 Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gear-premium-14mm-thumper-cone,,,,,,,,,White,,,,,,,,GRPRM-BWLS-14MM-THMPRCNE-WHI,113.3980925,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/White_27b5816f-a0b7-4fb6-9219-908852885685.jpg?v=1756911687,8,Gear Premium 14mm Thumper Cone - White,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/White_27b5816f-a0b7-4fb6-9219-908852885685.jpg?v=1756911687,lb,,,,,,,,,,,,,,,,,
human-grade-raygun-glass-water-pipe-percolator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/E49Oo267H7yTFX1k30rGHGY4lNrBTIKv9YPr4U7d.jpg?v=1756908853,10,Human Grade Raygun Glass Water Pipe Percolator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-4-piece-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/zvmvJA9uLAHUOx7RLzA2l9VuTRJ9cMiVTnz3k6Au.jpg?v=1756908328,9,MJ Arsenal 4 Piece Grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weighmax-nj-800-scale-1,WeighMax NJ-800 Scale,"<p><strong>NJ-800</strong><br><strong>Capacity:</strong><span> 800g</span><br><strong>Sensitivity:</strong><span> 0.1g</span><br><strong>Unit:</strong><span> g, oz, ct, dwt</span><br><strong>Power:</strong><span> 2 x AAA Batteries (Included)</span><br><span>Auto Shut-Off (Energy Saving Feature)</span><br><span>TARE Function</span><br><span>Easy Calibration Mode</span><br><span>Large Back-lit LCD Display</span><br><br><i><strong>This product and all products on this site are intended and sold for legal purposes only.</strong></i></p>",WeighMax,Hardware > Tools > Measuring Tools & Sensors > Measuring Scales > Digital Scales,Digital Scales,"Digital Scale, Digital Scales, Scale, Scales, WeighMax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+",TRUE,Title,Default Title,,,,,,,,WM-NJ-800-BLK,181.436948,shopify,deny,manual,16.99,6.26,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/njblk.png?v=1756418870,1,WeighMax NJ-800 Scale,FALSE,WeighMax NJ-800 Scale | Pixie's Pantry,"NJ-800 Capacity: 800g Sensitivity: 0.1g Unit: g, oz, ct, dwt Power: 2 x AAA Batteries (Included) Auto Shut-Off (Energy Saving Feature) TARE Function Easy Calibration Mode Large Back-lit LCD Display This product and all products on this site are intended and sold for legal purposes only.",Adults,,,,,,,,black,,,,,,,,lcd,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
gear-premium-12-sidekick-beaker-terminator-finish-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/MsJL4msugYzZxi61F8ouA9jvloU1ajYpcAMkEUqs.jpg?v=1756231457,9,"Gear Premium 12"" Sidekick Beaker (Terminator Finish) Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gear-premium-12-sidekick-beaker-water-pipe,,,,,,,,,Pink,,,,,,,,GRPRM-WP-7MM-12IN-SDKIK-PNK,1474.175203,shopify,deny,manual,116.99,58,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_3018a437-5034-4962-a8c8-6cec5221ec85.jpg?v=1756230987,6,"Gear Premium 12"" Sidekick (Beaker) Water Pipe - Pink",,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_3018a437-5034-4962-a8c8-6cec5221ec85.jpg?v=1756230987,lb,,,,,,,,,,,,,,,,,
gear-premium-15-sidekick-beaker-water-pipe,,,,,,,,,Pink,,,,,,,,GRPRM-WP-7MM-15IN-SDKIK-PNK,1814.36948,shopify,deny,manual,126.99,63.25,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_9152427f-8458-423e-ac7a-f46d99184c4b.jpg?v=1756230620,6,"Gear Premium 15"" Sidekick (Beaker) Water Pipe - Pink",,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_9152427f-8458-423e-ac7a-f46d99184c4b.jpg?v=1756230620,lb,,,,,,,,,,,,,,,,,
red-eye-tek-econo-swirl-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/bq3wAcpqAzixkOnftpi6SIdhv3Oks4tlFIceYfsu.jpg?v=1756230264,5,Red Eye Tek Econo Swirl Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-eye-tek-3-west-coast-mushroom-pipe,,,,,,,,,Red,,,,,,,,RDEYEGLS-HP-3IN-WSCSTMSHRM-RED,181.436948,shopify,deny,manual,24.99,9.25,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Red_bed27ba1-1eac-4cf4-8704-d230208f8968.jpg?v=1756230056,4,"Red Eye Tek 3"" West Coast Mushroom Pipe - Red",,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Red_bed27ba1-1eac-4cf4-8704-d230208f8968.jpg?v=1756230056,lb,,,,,,,,,,,,,,,,,
red-eye-tek-8-carina-lean-back-beaker,,,,,,,,,Rainbow,,,,,,,,RDEYETK-DR-8IN-CRNALNBKBKR-RNBW,907.18474,shopify,deny,manual,85.99,42.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Rainbow_ff8dcd31-2434-4f80-9e6a-8e9e1c1e42a2.jpg?v=1756229805,3,"Red Eye Tek 8"" Carina Lean Back Beaker - Rainbow",,,,,,,,,,,,Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Rainbow_ff8dcd31-2434-4f80-9e6a-8e9e1c1e42a2.jpg?v=1756229805,lb,,,,,,,,,,,,,,,,,
gear-premium-14mm-xl-sugar-barrel-glass-bowl,,,,,,,,,Pink,,,,,,,,GRPRM-BWLS-14MM-XLSGRBRL-PNK,158.7573295,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_df118936-6df4-45b2-b29f-1623f4bef80f.webp?v=1756220619,6,Gear Premium 14mm XL Sugar Barrel Glass Bowl - Pink,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink_df118936-6df4-45b2-b29f-1623f4bef80f.webp?v=1756220619,lb,,,,,,,,,,,,,,,,,
human-grade-character-bowl-1a-glass-bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/WigWag_Cap__3.jpg?v=1757689435,14,Human Grade Novelty Bowls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-glass-adapters-5,,,,,,,,,10M to 14F (45deg),,,,,,,,HG-GA-GLSADPT-10M14F-45DEG,172.3651006,shopify,deny,manual,27.99,10,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/10Mto14F_45deg.jpg?v=1756137633,7,Human Grade Glass Adapters (5) - 10M to 14F (45deg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/10Mto14F_45deg.jpg?v=1756137633,lb,,,,,,,,,,,,,,,,,
gear-premium-14mm-xl-blaster-cone-glass-bowl,,,,,,,,,Pink,,,,,,,,GRPRM-BWLS-14MM-XLBLSTRCNE-PNK,113.3980925,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink.webp?v=1756136965,6,Gear Premium 14mm XL Blaster Cone Glass Bowl - Pink,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Pink.webp?v=1756136965,lb,,,,,,,,,,,,,,,,,
human-grade-diamond-bowl-1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/TODgYLJe0okqojk738C3cAbJXcgOmJmqrpiVLjSU.jpg?v=1755537477,4,Human Grade Diamond Bowl 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-twisted-iridescent-tube-glass-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/sp9vhfx5vM2g7Aqgu91iDm5REGolLEBgezkqPBza.jpg?v=1755200968,10,Human Grade Twisted Iridescent Tube Glass Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maven-ultra-torch-unfilled,Maven Ultra Torch (Unfilled),"<p>Looking for the ultimate torch for weekend camping trips? Meet the Ultra. With its powerful jet flame and a large butane refillable tank, refilling becomes a worry of the past.</p>
<ul>
<li>
<strong>Retail Unit:</strong> One (1) Torch</li>
<li>
<strong>Size: </strong>9.5"" Tall</li>
<li>Single Windproof Jet Flame</li>
<li>Adjustable Flame</li>
<li>Safety Lock/Ignition Hold</li>
<li>Butane Refillable</li>
<li>Large Tank</li>
</ul>
<p><i><strong>** NOTE: Butane NOT included **</strong></i></p>",Maven,Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns,Torch,"Maven, Torch, Torches, Pixies Clinical Registry, Precision Hardware, Adult Use 21+",TRUE,Title,Default Title,,,,,,,,MVN-TOR-ULTUNF-LVS,793.7866475,shopify,deny,manual,57.99,28.99,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/yDkg4eMAEgWrSVGagc0Eihpxli7MUnnpy30cUQXX.jpg?v=1755186400,1,Maven Ultra Torch (Unfilled),FALSE,Maven Ultra Torch (Unfilled) | Pixie's Pantry,"Looking for the ultimate torch for weekend camping trips? Meet the Ultra. With its powerful jet flame and a large butane refillable tank, refilling becomes a worry of the past. Retail Unit: One (1) Torch Size: 9.5"" Tall Single Windproof Jet Flame Adjustable Flame Safety Lock/Ignition Hold Butane Refillable Large Tank…",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
human-grade-twisted-iridescent-beaker-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/DXMYQGtEh2QydPmRjNywdLGt5M9iqid3EeZ5Xwj0.jpg?v=1755185681,9,Human Grade Twisted Iridescent Beaker Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-the-bridge-focus-v-carta-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/M2M0w5dbhror18nnYvtXAplRrEQ1Coso45FEwQ62.jpg?v=1755182840,5,MJ Arsenal The Bridge Focus V Carta Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-fabcycler-focus-v-carta-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/TWwurczqloQfnHWLYcrH7Wuy6qNr90INTgy2FScU.jpg?v=1755182403,4,MJ Arsenal Fabcycler Focus V Carta Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-handle-bowl-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Full_Color_Wig_Wag_3.jpg?v=1774557673,9,Human Grade Handle Bowl 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-straight-bowl-1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/hGnwzhfoFnSUC7E6jAa9xcLetWW94Xu4CndlHReN.jpg?v=1754937491,7,Human Grade Straight Bowl 1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-horned-bowl-1-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/C8qwdHAP3yyWYrCmroP3fMc6KMH8ClN6rUVg0YGk.jpg?v=1754408177,5,Human Grade Horned Bowl 1a Pack of (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pax-flow-stash-tube,PAX Flow Stash Tube,"<p><strong>Compatible with: </strong>PAX Flow</p>
<p>The PAX Flow Stash Tube fits up to 1.5 grams worth of ground material in a portable, smell proof tube made of aluminum. It’s easy to clean, easy to fill with an angled top and even has a silicone tamp on the bottom to make packing easy. </p>
<ul>
<li>
<strong>Retail Unit: </strong>One (1) Stash Tube</li>
<li>
<strong>Size: </strong>3.8"" x 0.9"" x 0.5</li>
<li>
<strong>Material: </strong>Aluminum</li>
<li>
<strong>Capacity: </strong>1.5 g</li>
</ul>
<p><i><strong>This product and all products on this site are intended and sold for legal purposes only.</strong></i></p>
<p><i><strong>** This brand requires that all warranty claims be handled with them directly. Please see this </strong></i><a href=""https://www.pax.com/pages/warranty""><i><strong>help article</strong></i></a><i><strong> for more information. **</strong></i></p>",Pax,Home & Garden > Smoking Accessories,Vaporizer Accessories,"Pax Flow, Pax Flow Accessories, Stash Tube, Vaporizer Accessories, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-STSH-TUBE-GRNSTN,113.3980925,shopify,deny,manual,28.99,12,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/bjSjSDEzoUWwbDBejHXDtgeOJIshqnR5iQ3lpivL.jpg?v=1754405953,1,PAX Flow Stash Tube,FALSE,PAX Flow Stash Tube | Pixie's Pantry,"Compatible with: PAX Flow The PAX Flow Stash Tube fits up to 1.5 grams worth of ground material in a portable, smell proof tube made of aluminum. It’s easy to clean, easy to fill with an angled top and even has a silicone tamp on the bottom to make packing easy. Retail Unit: One (1) Stash Tube Size: 3.8"" x 0.9"" x 0.5…",Adults,,,,,,,,green,,,,,,,,,,,,,,,,,"Silicone, Aluminum",,aluminum,Tube,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-flow-replacement-parts,,,,,,,,,Oven Screen (3),,,,,,,,PAX-RP-FLOW-OVNSCRN-3PK,113.3980925,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/PaxFlowRaisedMouthpieceGreenstone_2.jpg?v=1754405635,5,PAX Flow Replacement Parts - Oven Screen (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/PaxFlowOvenScreens_3.jpg?v=1754405635,lb,,,,,,,,,,,,,,,,,
pax-flow-accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Blue_Charging_Dock.jpg?v=1767727848,8,PAX Flow Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pax-flow-vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/9nU5fZswXcouHW0UBAlfUrBNtw9VN5WHqAGU8dOt.jpg?v=1754404794,12,Pax Flow Vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-animal-bowl-1,,,,,,,,,Fish Head (3),,,,,,,,HG-BWL-CHAR2A-ASRT3PK,113.3980925,shopify,deny,manual,38.99,16.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Fish_head__3.jpg?v=1769184545,10,Human Grade Animal Bowl 1 - Fish Head (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Fish_head__3.jpg?v=1769184545,lb,,,,,,,,,,,,,,,,,
human-grade-bongception-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/NWEbPGaS8iGib3ixWfIPrDRiqIsDeQsinPWDL97M.jpg?v=1754331092,11,Human Grade Bongception Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mav-13-5-mini-zebra-beaker-water-pipe,,,,,,,,,Seafoam Smoke,,,,,,,,MAV-WP-TX621-SFMSMK,1133.980925,shopify,deny,manual,130.99,65,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SeafoamSmoke.jpg?v=1753998345,7,"MAV 13.5"" Mini Zebra Beaker Water Pipe - Seafoam Smoke",,,,,,,,,,,,Seafoam Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/SeafoamSmoke.jpg?v=1753998345,lb,,,,,,,,,,,,,,,,,
human-grade-stabwood-dab-tool-1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/N6r1zJ8VQGV57jnXWUm6eP41DoyIIIi1WCsovywN.jpg?v=1753998059,4,Human Grade Stabwood Dab Tool 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-resin-dab-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/vToUQCjvOE91uDDwssNg0Hi0ZNLKHSTIgXewRFfE.jpg?v=1753997725,10,Human Grade Resin Dab Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
human-grade-10-25-straight-recycler-glass-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Lavender_98b3cfe7-7e84-478e-9138-7faae8e4b794.jpg?v=1753997105,11,"Human Grade 10.25"" Straight Recycler Glass Water Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lookah-cat-vaporizer,,,,,,,,,Chocolate Brown,,,,,,,,LOOKAH-510V-CAT-CHOCBRN,249.4758035,shopify,deny,manual,35.99,15,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ChocolateBrown.jpg?v=1753803438,9,Lookah Cat Vaporizer - Chocolate Brown,,,,,,,,,,,,Chocolate Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ChocolateBrown.jpg?v=1753803438,lb,,,,,,,,,,,,,,,,,
mj-arsenal-nexus-water-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/rMUF7VwY5lr0QRA4r0TuSEmN8Zq21x3cAGNkChO1.jpg?v=1753461151,20,MJ Arsenal Nexus Water Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-sidecar-pivot-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/N3rvqMTOJ3JlxGmAEyNylEizMGWGf2KGNry9tA5K.jpg?v=1753460772,4,MJ Arsenal Sidecar Pivot Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-fab-egg-pivot-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/NWYA04fSKkqzwOpjPp3tlugKptVj7Bm0ivoylJGN.jpg?v=1753460597,4,MJ Arsenal Fab Egg Pivot Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mj-arsenal-lasso-puffco-peak-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/lV1wFTazjbhAmXxPYlyEO8jmzu1kQ0yvm2BBky1D.jpg?v=1753460372,4,MJ Arsenal Lasso Puffco Peak Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lookah-turtle-vaporizer,,,,,,,,,Green,,,,,,,,LOOKAH-510V-TRTLE-GRN,158.7573295,shopify,deny,manual,34.99,14.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Green_9b49a16d-6776-41ea-bfc8-59a334749c63.jpg?v=1753195497,3,Lookah Turtle Vaporizer - Green,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Green_9b49a16d-6776-41ea-bfc8-59a334749c63.jpg?v=1753195497,lb,,,,,,,,,,,,,,,,,
