Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Cost Per Item,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Case type (product.metafields.shopify.case-type),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coil connection (product.metafields.shopify.coil-connection),Color (product.metafields.shopify.color-pattern),Compatible battery technology (product.metafields.shopify.compatible-battery-technology),Connection type (product.metafields.shopify.connection-type),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Costume theme (product.metafields.shopify.costume-theme),Dietary preferences (product.metafields.shopify.dietary-preferences),Dispenser type (product.metafields.shopify.dispenser-type),Display technology (product.metafields.shopify.display-technology),Dog age group (product.metafields.shopify.dog-age-group),Dog toy type (product.metafields.shopify.dog-toy-type),Doll/Playset features (product.metafields.shopify.doll-playset-features),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),E-cigarette/Vaporizer style (product.metafields.shopify.e-cigarette-vaporizer-style),E-liquid flavor (product.metafields.shopify.e-liquid-flavor),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Hardware material (product.metafields.shopify.hardware-material),Ingredient category (product.metafields.shopify.ingredient-category),Material (product.metafields.shopify.material),Pipe shape (product.metafields.shopify.pipe-shape),Plant support material (product.metafields.shopify.plant-support-material),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Recommended age group (product.metafields.shopify.recommended-age-group),Size (product.metafields.shopify.size),Suitable for breed size (product.metafields.shopify.suitable-for-breed-size),Suitable for food processor type (product.metafields.shopify.suitable-for-food-processor-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for power equipment type (product.metafields.shopify.suitable-for-power-equipment-type),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Travel pillow shape (product.metafields.shopify.travel-pillow-shape),Vaping style (product.metafields.shopify.vaping-style),Variant Image,Variant Weight Unit,Variant Tax Code,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,_Pricing Brand,_Pricing Product Title,_Pixies Recommended Retail,_Market MSRP / Proxy,_Pricing Tier,_Gross Margin $,_Gross Margin %,_Pricing Method,_Price Confidence
pax-flat-mouthpiece-2-pack,Pax Flat Mouthpiece 2-Pack,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Mouthpieces (Flat)</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Easy fit replacement flat mouthpieces.</li>
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:</b><span data-mce-fragment=""1""> </span>One (1) Pack. Each pack contains two (2) mouthpieces.</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:</strong><span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-mini"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-mini"">PAX Mini</a>,<span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-MTHPC-FLT,85.04856938,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/fltblkmouth.png?v=1704986108,1,Pax Flat Mouthpiece 2-Pack,FALSE,Pax Flat Mouthpiece 2-Pack | Pixie's Pantry,"Mouthpieces (Flat) Easy fit replacement flat mouthpieces. Pack Size: One (1) Pack. Each pack contains two (2) mouthpieces. Compatibility: PAX Mini , PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-raise-mouthpiece-2-pack,Pax Raise Mouthpiece 2-Pack,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Mouthpieces (Flat / Raised)</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Easy fit replacement flat OR raised mouthpieces.</li>
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:</b><span data-mce-fragment=""1""> </span>One (1) Pack. Each pack contains two (2) mouthpieces.</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:</strong><span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-mini"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-mini"">PAX Mini</a>,<span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-MTHPC-RSD,85.04856938,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/raisedmouth.png?v=1704985983,1,Pax Raise Mouthpiece 2-Pack,FALSE,Pax Raise Mouthpiece 2-Pack | Pixie's Pantry,"Mouthpieces (Flat / Raised) Easy fit replacement flat OR raised mouthpieces. Pack Size: One (1) Pack. Each pack contains two (2) mouthpieces. Compatibility: PAX Mini , PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-oven-lid,Pax Oven Lid,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Replacement Oven Lid</b></p>
<p data-mce-fragment=""1"">Keep your oven lid on tight. PAX devices won’t work without one. So order one as a replacement or a spare. </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) PAX replacement oven lid</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility: </strong><a href=""https://medusadistribution.com/products/pax-mini"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-mini"">PAX Mini</a>,<span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-LIDS-OVN,85.04856938,shopify,deny,manual,16.99,6,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ovenlid.png?v=1704985878,1,Pax Oven Lid,FALSE,Pax Oven Lid | Pixie's Pantry,"Replacement Oven Lid Keep your oven lid on tight. PAX devices won’t work without one. So order one as a replacement or a spare. Pack Size: One (1) PAX replacement oven lid Compatibility: PAX Mini , PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-half-pack-oven-lid,Pax Half Pack Oven Lid,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Half Packed Oven Lid</b></p>
<p data-mce-fragment=""1"">For those times when you only want a shorter or solo session. This deeper lid allows for a half-filled oven.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) PAX Half packed oven lid</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility: </strong><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-LIDS-HLFOVN,85.04856938,shopify,deny,manual,14.99,5.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/halfpackovenlid.png?v=1704985765,1,Pax Half Pack Oven Lid,FALSE,Pax Half Pack Oven Lid | Pixie's Pantry,"Half Packed Oven Lid For those times when you only want a shorter or solo session. This deeper lid allows for a half-filled oven. Pack Size: One (1) PAX Half packed oven lid Compatibility: PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-multi-tool,Pax Multi-Tool,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Multi-Tool Keychain</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">The perfect tool to pack and remove material from your PAX oven.</li>
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) Multi-Tool</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:</strong><span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-mini"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-mini"">PAX Mini</a>,<span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-MLTITL-BLK,85.04856938,shopify,deny,manual,14.99,4.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/multitool.png?v=1704985635,1,Pax Multi-Tool,FALSE,Pax Multi-Tool | Pixie's Pantry,"Multi-Tool Keychain The perfect tool to pack and remove material from your PAX oven. Pack Size: One (1) Multi-Tool Compatibility: PAX Mini , PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-usb-mini-charger,Pax USB Mini Charger,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">USB Mini-Charger</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">A portable USB enabled dock to charge PAX on-the-go.</li>
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) USB Magnetic Mini Charger</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:</strong><span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-mini"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-mini"">PAX Mini</a>,<span data-mce-fragment=""1""> </span><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>,<b data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></b>PAX 2, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Chargers, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-23-MINCHRGR,85.04856938,shopify,deny,manual,25.99,11,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/6BCBVcLMq3Fo7SQrUGOYp6YqrtJXDm7yeXU31H1B.png?v=1704985450,1,Pax USB Mini Charger,FALSE,Pax USB Mini Charger | Pixie's Pantry,"USB Mini-Charger A portable USB enabled dock to charge PAX on-the-go. Pack Size: One (1) USB Magnetic Mini Charger Compatibility: PAX Mini , PAX Plus , PAX 2, PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-3-concentrate-insert,Pax 3 Concentrate Insert,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Concentrate Insert</b></p>
<p data-mce-fragment=""1"">Get more potency from your PAX devices. Pick up this insert to use with solid and waxy concentrates.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) Concentrate Insert</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:<span data-mce-fragment=""1""> </span></strong><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-3-CONADAPT,56.69904625,shopify,deny,manual,60.99,30,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/CONCENTRATEADPT.png?v=1704985315,1,Pax 3 Concentrate Insert,FALSE,Pax 3 Concentrate Insert | Pixie's Pantry,"Concentrate Insert Get more potency from your PAX devices. Pick up this insert to use with solid and waxy concentrates. Pack Size: One (1) Concentrate Insert Compatibility: PAX Plus , PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
pax-3-concentrate-insert-lid-and-o-rings,Pax 3 Concentrate Insert Lid and O-rings,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Concentrate Insert Lid and O-Rings</b></p>
<p data-mce-fragment=""1"">Everything needed to keep your PAX device concentrate insert in top form – an oven lid replacement and five (5) O-rings</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<b data-mce-fragment=""1"">Pack Size:<span data-mce-fragment=""1""> </span></b>One (1) Oven Replacement Lid and Five (5) O-Rings</li>
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Compatibility:<span data-mce-fragment=""1""> </span></strong><a href=""https://medusadistribution.com/products/pax-plus"" data-mce-fragment=""1"" data-mce-href=""https://medusadistribution.com/products/pax-plus"">PAX Plus</a>, PAX 3</li>
</ul>",Pax,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Accessories, Pax, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PAX-ACC-3-CONADPT-ORNGS,28.34952313,shopify,deny,manual,14.99,4.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ORINGS.png?v=1704985176,1,Pax 3 Concentrate Insert Lid and O-rings,FALSE,Pax 3 Concentrate Insert Lid and O-rings | Pixie's Pantry,"Concentrate Insert Lid and O-Rings Everything needed to keep your PAX device concentrate insert in top form – an oven lid replacement and five (5) O-rings Pack Size: One (1) Oven Replacement Lid and Five (5) O-Rings Compatibility: PAX Plus , PAX 3",Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
puffco-new-plus-mouthpiece,,,,,,,,,Pearl,,,,,,,,PFCO-SA-NWPLSMP-PRL,56.69904625,shopify,deny,manual,27.99,10,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/5e4sth0t7ST4IAnja5EvwQ4d8tnYKSUCzJuyMkiW_d3ea6bd5-004b-41bd-b348-4beaf5b21d9c.png?v=1704984836,2,Puffco New Plus Mouthpiece - Pearl,,,,,,,,,,,,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,
puffco-new-plus-chamber,Puffco New Plus Chamber,"<p data-v-7d080a53="""" class=""flex items-center text-base text-theme-secondary font-medium"">Product Information</p>
<div data-v-7d080a53="""" data-headlessui-state=""open"" id=""headlessui-disclosure-panel-432"">
<div data-v-7d080a53="""" class=""prod-text prose max-w-none font-light text-brand-primary px-6 pb-6"">
<p data-v-7d080a53=""""> </p>
<p><b>Compatible with:<span> </span></b><a href=""https://medusadistribution.com/products/new-plus"">PuffCo New Plus</a>,<span> </span><a href=""https://medusadistribution.com/products/puffco-plus"">PuffCo Plus</a>,<span> </span><a href=""https://medusadistribution.com/products/new-plus-mouthpiece"">PuffCo New Plus Mouthpiece</a>,<span> </span><a href=""https://medusadistribution.com/products/new-plus-grips"">PuffCo New Plus Grips</a><br><br><b>Retail Unit:<span> </span></b>One (1) Chamber<br><br><b>Capacity:</b><span> </span>0.3g<br><br><b>Chamber:<span> </span></b>Ceramic<br><br><b><i>This product and all products on this site are intended and sold for legal purposes only.</i></b></p>
<p><em><strong>** This brand requires that all warranty claims be handled with them directly. Please see this<span> </span><a href=""https://www.puffco.com/pages/warranty-policy"" target=""_blank"">help article</a> for more information. **</strong></em></p>
<p> </p>
</div>
</div>",Puffco,"Food, Beverages & Tobacco > Tobacco Products > Vaporizers & Electronic Cigarettes > Vaporizers",Accessory,"Atomizer, Puffco, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PFCO-CLS-NWPLSCHMBR-ONYX,85.04856938,shopify,deny,manual,31.99,13.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/6MVF6uoEpkv9FLEjDsK79jOcSR6dwdMTgyJMVo0K.png?v=1704984704,1,Puffco New Plus Chamber,FALSE,Puffco New Plus Chamber | Pixie's Pantry,"Product Information Compatible with: PuffCo New Plus , PuffCo Plus , PuffCo New Plus Mouthpiece , PuffCo New Plus Grips Retail Unit: One (1) Chamber Capacity: 0.3g Chamber: Ceramic This product and all products on this site are intended and sold for legal purposes only. ** This brand requires that all warranty claims…",Adults,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic,,Ceramic,,,,,,Adults,,,,,,,,,,,,,,oz,,TRUE,,,TRUE,,,active,,,,,,,,,
puffco-new-plus-vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/uldJ4DRTL3uElDMbOD3U3esp6Ut0zWHMwwxJp8jD.png?v=1704984586,6,Puffco New Plus Vaporizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-peak-pro-oculus-carb-cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/VfQdFnwzMRNnRROQQkaGEUIlb7BqdxawnLtCJf7h.png?v=1704984364,2,Puffco Peak Pro Oculus Carb Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/iMsQiXkUFOpZiQQaGuybN6PDZj2DOxlK3wAxZ8yd.png?v=1704925608,4,Puffco Proxy Travel Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-peak-pro-glass-2-0,Puffco Peak Pro Glass 2.0,"<p data-v-7d080a53="""" class=""flex items-center text-base text-theme-secondary font-medium"">Product Information</p>
<div data-v-7d080a53="""" data-headlessui-state=""open"" id=""headlessui-disclosure-panel-412"">
<div data-v-7d080a53="""" class=""prod-text prose max-w-none font-light text-brand-primary px-6 pb-6"">
<p data-v-7d080a53=""""> </p>
<p><b>Compatible with:<span> </span></b><a href=""https://medusadistribution.com/products/peak-pro"">Puffco Peak Pro</a>,<span> </span><a href=""https://medusadistribution.com/products/new-peak-pro"">Puffco New Peak Pro</a><br><br>The Peak Pro 2.0 glass attachment is a hand-blown borosilicate work of art. </p>
<ul>
<li>
<strong>Retail Unit:<span> </span></strong>One (1) Peak Pro Glass 2.0</li>
<li>Five (5) laser etched percs</li>
<li>Higher water capacity</li>
<li>Interion Cone Design</li>
</ul>
<p><em><strong>** This brand requires that all warranty claims be handled with them directly. Please see this<span> </span><a href=""https://www.puffco.com/pages/warranty-policy"" target=""_blank"">help article</a> for more information. **</strong></em></p>
<p> </p>
</div>
</div>",Puffco,Hardware > Building Materials > Glass,Glass,"Glass, Puffco, Pixies Clinical Registry, Precision Hardware, Adult Use 21+, Thermal Extraction Device",TRUE,Title,Default Title,,,,,,,,PFCO-RG-PKPR20-CLR,226.796185,shopify,deny,manual,132.99,66,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/iq4DaAZjkymehocAaI0lRmh6C7cXDGj5BDIi2QEj.png?v=1704925396,1,Puffco Peak Pro Glass 2.0,FALSE,Puffco Peak Pro Glass 2.0 | Pixie's Pantry,"Product Information Compatible with: Puffco Peak Pro , Puffco New Peak Pro The Peak Pro 2.0 glass attachment is a hand-blown borosilicate work of art. Retail Unit: One (1) Peak Pro Glass 2.0 Five (5) laser etched percs Higher water capacity Interion Cone Design ** This brand requires that all warranty claims be handle…",Adults,,,,,,,,,,,,,,,,,,,,,,,,,"Borosilicate glass, Glass",,"Borosilicate glass, Glass",,,,,,Adults,,,,,,,,,,,,,,lb,,TRUE,,,TRUE,,,active,,,,,,,,,
puffco-new-peak-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/L2X0OHkE22HMtBGgjuRMjuSJ616hFYcIRb7wCWKq.png?v=1745517248,2,Puffco Peak Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-wizard-pipe,,,,,,,,,Flourish,,,,,,,,,317.514659,shopify,deny,manual,141.99,81,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/faiROWB2neqUiLjLSw5x2bt7vO8FkNKheQ3canX4.jpg?v=1710184516,3,Puffco Proxy Wizard Pipe - Flourish,,,,,,,,,,,,Flourish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/faiROWB2neqUiLjLSw5x2bt7vO8FkNKheQ3canX4.jpg?v=1710184516,lb,,,,,,,,,,,,,,,,,
puffco-proxy-droplet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/hYj0otoDjtsjzPCudr46QwcYpwxrsJTvJ8IIobxf.png?v=1704924623,3,Puffco Proxy Droplet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-travel-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/Teu3NEqpgWsB53io3XVpXTQXc1Hga2S64bJFznNo.png?v=1704924446,7,Puffco Proxy Travel Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-flower-bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/HbSdskcP58yUItsm4Oh0bxoujr6zX0c8X6OvkTku.png?v=1704924173,2,Puffco Proxy Flower Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-bubbler,,,,,,,,,Storm,,,,,,,,PFCO-RG-PXYBUB-STORM,317.514659,shopify,deny,manual,131.99,65.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ktjNZHTJgvnn95EVneorTkFP5juwZ2RuQqg15L1n.jpg?v=1726864231,4,Puffco Proxy Bubbler - Storm,,,,,,,,,,,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/ktjNZHTJgvnn95EVneorTkFP5juwZ2RuQqg15L1n.jpg?v=1726864231,lb,,,,,,,,,,,,,,,,,
puffco-proxy-carb-caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/VCID7UzqkYmnUjodD7Oadi4MlZT1HuFGYmdCIvyB.jpg?v=1710184604,8,Puffco Proxy Carb Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffco-proxy-travel-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/8816/0727/files/plu7aamAz1R8szjMnhbK7RC09xuRPNmp58exzeZW.jpg?v=1710184684,8,Puffco Proxy Travel Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
