Lighter Style,Collection,Product Title,Brand,Size,Case Qty,SKU,Barcode (PC),UPC Code (PC),Barcode (CS),UPC Code (CS),Distributor Price,MSRP (Retail),Sellable on Amazon?,Amazon SRP,Product Photo Preview,Product/Lifestyle Photos,,MSRP (Retail) Clean,Amazon SRP Clean,Piece SKU,Case SKU,Catalog Style,Catalog Collection,Catalog Product Title,Catalog Search,Catalog Search Normalized,Matched Product Title,Matched Product Handle,Matched Product URL,Product Match Score,Matched Variant Label,Variant Match Score,Primary Image URL,Gallery Image URLs,Image Count,Available,Match Status
Clipper,Sparkle Clipper,Sparkle Clipper - Green,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-GN
Case: RTL-02-A-US-SP-GN-MC",,810108341802,,10810108341809,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-GN,RTL-02-A-US-SP-GN-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Green,Clipper | Sparkle Clipper | Sparkle Clipper - Green,clipper sparkle clipper sparkle clipper green,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,56,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Sparkle Clipper,Sparkle Clipper - Clear,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-CL
Case: RTL-02-A-US-SP-CL-MC",,810108341796,,10810108341793,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-CL,RTL-02-A-US-SP-CL-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Clear,Clipper | Sparkle Clipper | Sparkle Clipper - Clear,clipper sparkle clipper sparkle clipper clear,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,59,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Sparkle Clipper,Sparkle Clipper - Blue,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-BU
Case: RTL-02-A-US-SP-BU-MC",,810108341819,,10810108341816,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-BU,RTL-02-A-US-SP-BU-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Blue,Clipper | Sparkle Clipper | Sparkle Clipper - Blue,clipper sparkle clipper sparkle clipper blue,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,57,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Sparkle Clipper,Sparkle Clipper - Purple,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-PU
Case: RTL-02-A-US-SP-PU-MC",,810108341826,,10810108341823,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-PU,RTL-02-A-US-SP-PU-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Purple,Clipper | Sparkle Clipper | Sparkle Clipper - Purple,clipper sparkle clipper sparkle clipper purple,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,57,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Sparkle Clipper,Sparkle Clipper - Pink,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-PK
Case: RTL-02-A-US-SP-PK-MC",,810108341833,,10810108341830,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-PK,RTL-02-A-US-SP-PK-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Pink,Clipper | Sparkle Clipper | Sparkle Clipper - Pink,clipper sparkle clipper sparkle clipper pink,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,66,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Clipper,Sparkle Clipper,Sparkle Clipper - Black,Toker Poker,"1 piece = 2.875""x1.375""x0.75"", 0.8 oz.
1 case = 8""x18""x16"", 26 lbs.",500 pieces,"Piece: RTL-02-A-US-SP-BL
Case: RTL-02-A-US-SP-BL-MC",,810108341840,,10810108341847,4.2, $12.99/unit ,Yes,$13.99,Coming Soon,,,12.99,13.99,RTL-02-A-US-SP-BL,RTL-02-A-US-SP-BL-MC,Clipper,Sparkle Clipper,Sparkle Clipper - Black,Clipper | Sparkle Clipper | Sparkle Clipper - Black,clipper sparkle clipper sparkle clipper black,Toker Poker - CLIPPER,clipper,https://tokerpoker.com/collections/shop-all/products/clipper,100,Clipper 5 Pack,70,https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697,https://cdn.shopify.com/s/files/1/2665/6390/files/Reg-Clipper-Flying-V---reflection.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black--Clipper---revamp_45682c8f-a0e8-4d02-8322-16c1b5da73b9.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp_9769423b-d17b-4028-8103-e1a8f6da8de4.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Clipper---revamp_6e5c134b-879b-40f6-8067-68bcce322375.jpg?v=1763146697 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Clipper---revamp_86fd95e4-44c5-4961-8d02-719fbffb4636.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavender-Clipper---revamp_89b9daf0-2f90-418b-b07e-afdca051deb2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Orange-Clipper---revamp_78ded119-1750-4809-978b-62079f97e19f.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Yellow-Clipper---revamp-2.jpg?v=1763146909 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Clipper---revamp-2.jpg?v=1763146909,9,True,matched
Mini Bic,Standard Mini Bic Mixed Colors, Standard Mini Bic - Black,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-BL
Case: RTL-03-A-US-ST-BL-MC",,810108340942,,10810108340949,2.8, $10.99/unit ,Yes,$9.99,,See Standard Mini Bic Black Photos HERE,,10.99,9.99,RTL-03-A-US-ST-BL,RTL-03-A-US-ST-BL-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Black,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Black,mini bic standard mini bic standard mini bic black,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Jax (black),57,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,12,True,matched
Mini Bic,Standard Mini Bic Mixed Colors, Standard Mini Bic - Carolina,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-CA
Case: RTL-03-A-US-ST-CA-MC",,810108340935,,10810108340932,2.8, $10.99/unit ,Yes,$9.99,,See Standard Mini Bic Carolina Photos HERE,,10.99,9.99,RTL-03-A-US-ST-CA,RTL-03-A-US-ST-CA-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Carolina,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Carolina,mini bic standard mini bic standard mini bic carolina,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Zane (carolina),62,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,12,True,matched
Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Grey,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-GR
Case: RTL-03-A-US-ST-GR-MC",,810108340959,,10810108340956,2.8, $10.99/unit ,Yes,$9.99,,See Standard MIni Bic Grey Photos HERE,,10.99,9.99,RTL-03-A-US-ST-GR,RTL-03-A-US-ST-GR-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Grey,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Grey,mini bic standard mini bic standard mini bic grey,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Nico (magenta),52,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,12,True,matched
Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Army,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-AR
Case: RTL-03-A-US-ST-AR-MC",,810108340980,,10810108340987,2.8, $10.99/unit ,Yes,$9.99,,See Standard Mini Bic Army Photos HERE,,10.99,9.99,RTL-03-A-US-ST-AR,RTL-03-A-US-ST-AR-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Army,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Army,mini bic standard mini bic standard mini bic army,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Chase (army),52,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,12,True,matched
Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Lavender,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-LV
Case: RTL-03-A-US-ST-LV-MC",,810108340973,,10810108340970,2.8, $10.99/unit ,Yes,$9.99,,See Standard Mini Bic Lavender Photos HERE,,10.99,9.99,RTL-03-A-US-ST-LV,RTL-03-A-US-ST-LV-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Lavender,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Lavender,mini bic standard mini bic standard mini bic lavender,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Gia (lavender),68,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,12,True,matched
Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Magenta,Toker Poker,"1 piece = 2.25""x1.75""x0.5"" 0.4 oz.
1 case = 8.5""x16.625""x11.625"", 16 lbs.",500 pieces,"Piece: RTL-03-A-US-ST-MG
Case: RTL-03-A-US-ST-MG-MC",,810108340966,,10810108340963,2.8, $10.99/unit ,Yes,$9.99,,See Standard Mini Bic Magenta Photos HERE,,10.99,9.99,RTL-03-A-US-ST-MG,RTL-03-A-US-ST-MG-MC,Mini Bic,Standard Mini Bic Mixed Colors,Standard Mini Bic - Magenta,Mini Bic | Standard Mini Bic Mixed Colors | Standard Mini Bic - Magenta,mini bic standard mini bic standard mini bic magenta,Bombshell Edition - MINI BIC + Keychain Attachment,bombshell-edition-mini-bic-keychain-attachment,https://tokerpoker.com/collections/shop-all/products/bombshell-edition-mini-bic-keychain-attachment,100,Nico (magenta),73,https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501,https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Bombshell-Boys---5-pack-reflection---revamp-2.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Carolina-Mini-with-Yellow-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Bikini---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Black-Mini-with-Pink-Swimsuit---revamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Lavendar-Mini-with-Green-Bikini---rfevamp.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Army-Mini-with-Orange-swimsuit---REVAMP.jpg?v=1763065501 | https://cdn.shopify.com/s/files/1/2665/6390/files/Magenta-Mini-with-Teal-Bikini---revamp.jpg?v=1763065501,12,True,matched
